"document_id","borough","doc_type","party_type","name","address_1","address_2","country","city","state","zip","recorded / filed","doc_amount"
"2018030900338015",1,"AGREEMENT","1","210 W 107 STREET LLC","1 BATTERY PARK PLAZA, SUITE 3100","","US","NEW YORK","NY","10004","2018-03-13 00:00:00",91920000
"2018030900338015",1,"AGREEMENT","1","220 W 107 STREET LLC","1 BATTERY PARK PLAZA, SUITE 3100","","US","NEW YORK","NY","10004","2018-03-13 00:00:00",91920000
"2018030900338015",1,"AGREEMENT","1","230 W 107 STREET LLC","1 BATTERY PARK PLAZA, SUITE 3100","","US","NEW YORK","NY","10004","2018-03-13 00:00:00",91920000
"2018030900338015",1,"AGREEMENT","2","LOANCORE CAPITAL CREDIT REIT LLC","C/O LOANCORE CAPITAL, 55 RAILROAD AVENUE, STE. 100","","US","GREENWHICH","CT","06830","2018-03-13 00:00:00",91920000
"2018030900338016",1,"ASSIGNMENT OF LEASES AND RENTS","1","203 W 107 STREET LLC","1 BATTERY PARK PLAZA, SUITE 3100","","US","NEW YORK","NY","10004","2018-03-13 00:00:00",91920000
"2018030900338016",1,"ASSIGNMENT OF LEASES AND RENTS","1","210 W 107 STREET LLC","1 BATTERY PARK PLAZA, SUITE 3100","","US","NEW YORK","NY","10004","2018-03-13 00:00:00",91920000
"2018030900338016",1,"ASSIGNMENT OF LEASES AND RENTS","1","220 W 107 STREET LLC","1 BATTERY PARK PLAZA, SUITE 3100","","US","NEW YORK","NY","10004","2018-03-13 00:00:00",91920000
"2018030900338016",1,"ASSIGNMENT OF LEASES AND RENTS","1","230 W 107 STREET LLC","1 BATTERY PARK PLAZA, SUITE 3100","","US","NEW YORK","NY","10004","2018-03-13 00:00:00",91920000
"2018030900338016",1,"ASSIGNMENT OF LEASES AND RENTS","2","LOANCORE CAPITAL CREDIT REIT LLC","C/O LOANCORE CAPITAL, 55 RAILROAD AVENUE, STE. 100","","US","GREENWHICH","CT","06830","2018-03-13 00:00:00",91920000
"2018031300888003",1,"AGREEMENT","1","MADISON 1657 REALTY LLC","C/O MADISON CAPITAL","55 EAST 59TH STREET, 17TH FLOOR","US","NEW YORK","NY","10022","2018-03-14 00:00:00",80000000
"2018031300888003",1,"AGREEMENT","2","AAREAL CAPITAL CORPORATION","250 PARK AVENUE","SUITE 820","US","NEW YORK","NY","10177","2018-03-14 00:00:00",80000000
"2018031300888004",1,"ASSIGNMENT OF LEASES AND RENTS","1","MADISON 1657 REALTY LLC","C/O MADISON CAPITAL","55 EAST 59TH STREET, 17TH FLOOR","US","NEW YORK","NY","10022","2018-03-14 00:00:00",80000000
"2018031300888004",1,"ASSIGNMENT OF LEASES AND RENTS","2","AAREAL CAPITAL CORPORATION","250 PARK AVENUE","SUITE 820","US","NEW YORK","NY","10177","2018-03-14 00:00:00",80000000
"2018030900367008",1,"ASSIGNMENT OF LEASES AND RENTS","1","212 WEST 95 OWNER LLC","C/O UNITED MANAGEMENT CORP","166 MONTAGUE STREET","US","BROOKLYN","NY","11201","2018-03-09 00:00:00",71500000
"2018030900367008",1,"ASSIGNMENT OF LEASES AND RENTS","2","GOLDMAN SACHS BANK USA","200 WEST STREET","","US","NEW YORK","NY","10282","2018-03-09 00:00:00",71500000
"2018031501309002",1,"AGREEMENT","1","12 EAST 88TH LLC","C/O SIMON BARON DEVELOPMENT GROUP, LLC","757 3RD AVENUE 17TH FL","US","NEW YORK","NY","10017","2018-03-19 00:00:00",66277288
"2018031501309002",1,"AGREEMENT","2","BANK OF THE OZARKS","8201 PRESTON RD STE 700","","US","DALLAS","TX","75225","2018-03-19 00:00:00",66277288
"2018031900650001",1,"MORTGAGE","1","1841 BROADWAY ASSOCIATES LP","C/O GOLBAL HOLDINGS MANAGEMENT GROUP (US) INC.","1250 BROADWAY 38TH FLOOR","US","NEW YORK","NY","10001","2018-03-20 00:00:00",65500000
"2018031900650001",1,"MORTGAGE","1","GLOBAL 1845 BROADWAY LLC","C/O GOLBAL HOLDINGS MANAGEMENT GROUP (US) INC.","1250 BROADWAY 38TH FLOOR","US","NEW YORK","NY","10001","2018-03-20 00:00:00",65500000
"2018031900650001",1,"MORTGAGE","2","LANDESBANK HESSENTHURINGEN GIROZENTRALE","420 FIFTH AVENUE 24TH FLOOR","","US","NEW YORK","NY","100182729","2018-03-20 00:00:00",65500000
"2018031900650002",1,"ASSIGNMENT OF LEASES AND RENTS","1","1841 BROADWAY ASSOCIATES LP","C/O GOLBAL HOLDINGS MANAGEMENT GROUP (US) INC.","1250 BROADWAY 38TH FLOOR","US","NEW YORK","NY","10001","2018-03-20 00:00:00",65500000
"2018031900650002",1,"ASSIGNMENT OF LEASES AND RENTS","1","GLOBAL 1845 BROADWAY LLC","C/O GOLBAL HOLDINGS MANAGEMENT GROUP (US) INC.","1250 BROADWAY 38TH FLOOR","US","NEW YORK","NY","10001","2018-03-20 00:00:00",65500000
"2018031900650002",1,"ASSIGNMENT OF LEASES AND RENTS","2","LANDESBANK HESSEN-THURINGEN GIROZENTRALE","420 FIFTH AVENUE 24TH FLOOR","","US","NEW YORK","NY","100182729","2018-03-20 00:00:00",65500000
"2018030600135002",1,"AGREEMENT","1","FIRST REPUBLIC BANK","111 PINE STREET","","US","SAN FRANCISCO","CA","94111","2018-03-07 00:00:00",65000000
"2018030600135002",1,"AGREEMENT","2","360 CPW LLC","50 WEST 17TH STREET","","US","NEW YORK","NY","10011","2018-03-07 00:00:00",65000000
"2018032000092002",1,"AGREEMENT","1","FIRST REPUBLIC BANK","111 PINE STREET","","US","SAN FRANCISCO","CA","94111","2018-03-28 00:00:00",65000000
"2018032000092002",1,"AGREEMENT","2","360 CPW LLC","50 WEST 17TH STREET","C/O ARGO REAL ESTATE LLC","US","NEW YORK","NY","10011","2018-03-28 00:00:00",65000000
"2018030500414006",1,"AGREEMENT","1","514 WEST 24TH OWNER LLC","C/O JDS DEVELOPMENT GROUP","104 5TH AVENUE, 9TH FLOOR","US","NEW YORK","NY","10011","2018-03-06 00:00:00",60000000
"2018030500414006",1,"AGREEMENT","2","514 WEST 24TH STREET 1 LLC","825 THIRD AVENUE, 37TH FLOOR","","US","NEW YORK","NY","10022","2018-03-06 00:00:00",60000000
"2018030500414007",1,"ASSIGNMENT OF LEASES AND RENTS","1","514 WEST 24TH OWNER LLC","C/O JDS DEVELOPMENT GROUP","104 5TH AVENUE, 9TH FLOOR","US","NEW YORK","NY","10011","2018-03-06 00:00:00",60000000
"2018030500414007",1,"ASSIGNMENT OF LEASES AND RENTS","2","514 WEST 24TH STREET 1 LLC","825 THIRD AVENUE, 37TH FLOOR","","US","NEW YORK","NY","10022","2018-03-06 00:00:00",60000000
"2018031900177003",1,"AGREEMENT","1","729 ACQUISITION LLC","30 WEST 26TH STREET, 8TH FLOOR","","US","NEW YORK","NY","10010","2018-03-19 00:00:00",60000000
"2018031900177003",1,"AGREEMENT","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-19 00:00:00",60000000
"2018031900177004",1,"ASSIGNMENT OF LEASES AND RENTS","1","729 ACQUISITION LLC","30 WEST 26TH STREET, 8TH FLOOR","","US","NEW YORK","NY","10010","2018-03-19 00:00:00",60000000
"2018031900177004",1,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-19 00:00:00",60000000
"2018030400003001",1,"AGREEMENT","1","US-DEV ASSOCIATES LLC","C/O THE LIGHTSTONE GROUP","1985 CEDAR BRIDGE AVENUE, SUITE 1","US","LAKEWOOD","NJ","08701","2018-03-05 00:00:00",57100000
"2018030400003001",1,"AGREEMENT","2","TRI-STATE LOAN ACQUISITIONS IV LLC","C/O RUBIN, EHRLICH & BUCKLEY, PC","3150 BRUNSWICK PIKE, SUITE 310","US","LAWRENCEVILLE","NJ","08648","2018-03-05 00:00:00",57100000
"2018022001048002",1,"MORTGAGE","1","CARRERA RS LLC","C/O SKY MANAGEMENT CORP.","226 EAST 54TH STREET, SUITE 402","US","NEW YORK","NY","10022","2018-03-12 00:00:00",51412491
"2018022001048002",1,"MORTGAGE","2","FIRST REPUBLIC BANK","111 PINE STREET","","US","SAN FRANCISCO","CA","94111","2018-03-12 00:00:00",51412491
"2018022001048003",1,"ASSIGNMENT OF LEASES AND RENTS","1","CARRERA RS LLC","C/O SKY MANAGEMENT CORP.","226 EAST 54TH STREET, SUITE 402","US","NEW YORK","NY","10022","2018-03-12 00:00:00",51412491
"2018022001048003",1,"ASSIGNMENT OF LEASES AND RENTS","2","FIRST REPUBLIC BANK","111 PINE STREET","","US","SAN FRANCISCO","CA","94111","2018-03-12 00:00:00",51412491
"2018030500961007",1,"MORTGAGE","1","RIVERSIDE CENTER 2 BIT OWNER, LLC","C/O THE DERMOT COMPANY, INC.","729 SEVENTH AVENUE, 15TH FLOOR","US","NEW YORK","NY","10019","2018-03-08 00:00:00",50000000
"2018030500961007",1,"MORTGAGE","2","NEW YORK STATE HOUSING FINANCE AGENCY","641 LEXINGTON AVENUE","","US","NEW YOR","NY","10022","2018-03-08 00:00:00",50000000
"2018030500961008",1,"ASSIGNMENT OF LEASES AND RENTS","1","RIVERSIDE CENTER 2 BIT OWNER, LLC","C/O THE DERMOT COMPANY, INC.","729 SEVENTH AVENUE, 15TH FLOOR","US","NEW YORK","NY","10019","2018-03-08 00:00:00",50000000
"2018030500961008",1,"ASSIGNMENT OF LEASES AND RENTS","2","NEW YORK STATE HOUSING FINANCE AGENCY","641 LEXINGTON AVENUE","","US","NEW YOR","NY","10022","2018-03-08 00:00:00",50000000
"2018032800994001",1,"AGREEMENT","1","BRP RENNY LLC","C/O BRP DEVELOPMENT CORPORATION","767 THIRD AVENUE, 33RD FLOOR","US","NEW YORK","NY","10017","2018-03-28 00:00:00",44442249.7
"2018032800994001",1,"AGREEMENT","2","SANTANDER BANK, N.A.","45 EAST 53RD STREET","","US","NEW YORK","NY","10022","2018-03-28 00:00:00",44442249.7
"2018030900367006",1,"MORTGAGE","1","212 WEST 95 OWNER LLC","C/O UNITED MANAGEMENT CORP","166 MONTAGUE STREET","US","BROOKLYN","NY","11201","2018-03-09 00:00:00",43086576
"2018030900367006",1,"MORTGAGE","2","GOLDMAN SACHS BANK USA","200 WEST STREET","","US","NEW YORK","NY","10282","2018-03-09 00:00:00",43086576
"2018032600711002",1,"MORTGAGE","1","420 EAST 80TH LLC","2329 NOSTRAND AVENUE","SUITE 500","US","BROOKLYN","NY","11210","2018-03-30 00:00:00",43000000
"2018032600711002",1,"MORTGAGE","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-30 00:00:00",43000000
"2018032600711003",1,"ASSIGNMENT OF LEASES AND RENTS","1","420 EAST 80TH LLC","2329 NOSTRAND AVENUE","SUITE 500","US","BROOKLYN","NY","11210","2018-03-30 00:00:00",43000000
"2018032600711003",1,"ASSIGNMENT OF LEASES AND RENTS","2","SIGNATURE BANK","68 SOUTH SERVICE ROAD","","US","MELVILLE","NY","11747","2018-03-30 00:00:00",43000000
"2018030400003006",1,"MORTGAGE","1","US-DEV ASSOCIATES LLC","C/O THE LIGHTSTONE GROUP","1985 CEDAR BRIDGE AVENUE, SUITE 1","US","LAKEWOOD","NJ","08701","2018-03-05 00:00:00",42562279
"2018030400003006",1,"MORTGAGE","2","BANK OF THE OZARKS","8201 PRESTON ROAD, SUITE 700","","US","DALLAS","TX","75225","2018-03-05 00:00:00",42562279
"2018030400003007",1,"ASSIGNMENT OF LEASES AND RENTS","1","US-DEV ASSOCIATES LLC","C/O THE LIGHTSTONE GROUP","1985 CEDAR BRIDGE AVENUE, SUITE 1","US","LAKEWOOD","NJ","08701","2018-03-05 00:00:00",42562279
"2018030400003007",1,"ASSIGNMENT OF LEASES AND RENTS","2","BANK OF THE OZARKS","8201 PRESTON ROAD, SUITE 700","","US","DALLAS","TX","75225","2018-03-05 00:00:00",42562279
"2018031400496006",1,"AGREEMENT","1","137-145 WEST 145 STREET LLC","199 LEE AVENUE, SUITE 215","","US","BROOKLYN","NY","11211","2018-03-15 00:00:00",42000000
"2018031400496006",1,"AGREEMENT","1","609-619 WEST 135 STREET LLC","199 LEE AVENUE, SUITE 215","","US","BROOKLYN","NY","11211","2018-03-15 00:00:00",42000000
"2018031400496006",1,"AGREEMENT","2","BENEFIT STREET PARTNERS REALTY OPERATING PARTNERSH","142 WEST 57TH, SUITE 1201","","US","NEW YORK","NY","10019","2018-03-15 00:00:00",42000000
"2018031400496007",1,"ASSIGNMENT OF LEASES AND RENTS","1","137-145 WEST 145 STREET LLC","199 LEE AVENUE, SUITE 215","","US","BROOKLYN","NY","11211","2018-03-15 00:00:00",42000000
"2018031400496007",1,"ASSIGNMENT OF LEASES AND RENTS","1","609-619 WEST 135 STREET LLC","199 LEE AVENUE, SUITE 215","","US","BROOKLYN","NY","11211","2018-03-15 00:00:00",42000000
"2018031400496007",1,"ASSIGNMENT OF LEASES AND RENTS","2","BENEFIT STREET PARTNERS REALTY OPERATING PARTNERSH","142 WEST 57TH, SUITE 1201","","US","NEW YORK","NY","10019","2018-03-15 00:00:00",42000000
"2018030100233006",1,"MORTGAGE SPREADER AGREEMENT","1","1293 THIRD AVENUE LLC","C/O:. PREMIER EQUITIES","150 EAST 58TH STREET, 23RD FLOOR","US","NEW YORK","NY","10155","2018-03-02 00:00:00",41000000
"2018030100233006",1,"MORTGAGE SPREADER AGREEMENT","1","204 EAST 75TH TP LLC","C/O:. PREMIER EQUITIES","150 EAST 58TH STREET, 23RD FLOOR","US","NEW YORK","NY","10155","2018-03-02 00:00:00",41000000
"2018030100233006",1,"MORTGAGE SPREADER AGREEMENT","1","PREMIER THIRD AVENUE DE LLC","C/O:. PREMIER EQUITIES","150 EAST 58TH STREET, 23RD FLOOR","US","NEW YORK","NY","10155","2018-03-02 00:00:00",41000000
"2018030100233006",1,"MORTGAGE SPREADER AGREEMENT","2","RCG LV DEBT V REIT, LP","7 PENN PLAZA, SUITE 1400","","US","NEW YORK","NY","10001","2018-03-02 00:00:00",41000000
"2018031900139020",1,"AGREEMENT","1","31 PRINCE STREET, LLC","199 LAFAYETTE STREET, 5TH FLOOR","","US","NEW YORK","NY","10012","2018-03-22 00:00:00",41000000
"2018031900139020",1,"AGREEMENT","1","WAH KOK REALTY CORP.","199 LAFAYETTE STREET, 5TH FLOOR","","US","NEW YORK","NY","10012","2018-03-22 00:00:00",41000000
"2018031900139020",1,"AGREEMENT","2","ARGENTIC REAL ESTATE FINANCE LLC","40 WEST 57TH STREET, 29TH FLOOR","","US","NEW YORK","NY","10019","2018-03-22 00:00:00",41000000
"2018031900139021",1,"ASSIGNMENT OF LEASES AND RENTS","1","31 PRINCE STREET, LLC","C/O VERACITY REAL ESTATE","199 LAFAYETTE STREET, 5TH FLOOR","US","NEW YORK","NY","10012","2018-03-22 00:00:00",41000000
"2018031900139021",1,"ASSIGNMENT OF LEASES AND RENTS","1","WAH KOK REALTY CORP.","C/O VERACITY REAL ESTATE","199 LAFAYETTE STREET, 5TH FLOOR","US","NEW YORK","NY","10012","2018-03-22 00:00:00",41000000
"2018031900139021",1,"ASSIGNMENT OF LEASES AND RENTS","2","ARGENTIC REAL ESTATE FINANCE LLC","40 WEST 57TH STREET, 29TH FLOOR","","US","NEW YORK","NY","10019","2018-03-22 00:00:00",41000000
"2018022600333007",1,"ASSIGNMENT OF LEASES AND RENTS","1","306 EAST OWNER LLC","216 EAST 45TH STREET, SUITE 1200","","US","NEW YORK","NY","10017","2018-03-19 00:00:00",40800000
"2018022600333007",1,"ASSIGNMENT OF LEASES AND RENTS","2","SM FINANCE II LLC","C/O SQUARE MILE CAPITAL MANAGEMENT LLC","350 PARK AVENUE, 15TH FLOOR","US","NEW YORK","NY","10022","2018-03-19 00:00:00",40800000
"2018022700386002",1,"AGREEMENT","1","57-63 GREENE REALTY LLC","1151 BROADWAY","C/O PREMIER EQUITIES, SUITE 2S","US","NEW YORK","NY","10001","2018-03-06 00:00:00",40000000
"2018022700386002",1,"AGREEMENT","2","57-63 GREENE STREET LENDER LLC","7 PENN PLAZA","SUITE 1400","US","NEW YORK","NY","10001","2018-03-06 00:00:00",40000000
"2018022700386003",1,"ASSIGNMENT OF LEASES AND RENTS","1","57-63 GREENE REALTY LLC","1151 BROADWAY","C/O PREMIER EQUITIES, SUITE 2S","US","NEW YORK","NY","10001","2018-03-06 00:00:00",40000000
"2018022700386003",1,"ASSIGNMENT OF LEASES AND RENTS","2","57-63 GREENE STREET LENDER LLC","7 PENN PLAZA","SUITE 1400","US","NEW YORK","NY","10001","2018-03-06 00:00:00",40000000
"2018031300179006",1,"AGREEMENT","1","HOTEL GRAND CENTRAL LLC","C/O FITZPATRICK HOTEL","687 LEXINGTON AVENUE","US","NEW YORK","NY","10022","2018-03-14 00:00:00",39000000
"2018031300179006",1,"AGREEMENT","1","JOLLY TINKER INC","C/O FITZPATRICK HOTEL","687 LEXINGTON AVENUE","US","NEW YORK","NY","10022","2018-03-14 00:00:00",39000000
"2018031300179006",1,"AGREEMENT","2","GOVERNOR AND COMPANY OF THE BANK OF IRELAND (THE)","40 MESPIL ROAD, DUBLIN, IRELAND 4 AND","680 WASHINGTON BOULEVARD","US","STAMFORD","CT","06901","2018-03-14 00:00:00",39000000
"2018031300179008",1,"ASSIGNMENT OF LEASES AND RENTS","1","HOTEL GRAND CENTRAL LLC","C/O FITZPATRICK HOTEL","687 LEXINGTON AVENUE","US","NEW YORK","NY","10022","2018-03-14 00:00:00",39000000
"2018031300179008",1,"ASSIGNMENT OF LEASES AND RENTS","1","JOLLY TINKER INC","C/O FITZPATRICK HOTEL","687 LEXINGTON AVENUE","US","NEW YORK","NY","10022","2018-03-14 00:00:00",39000000
"2018031300179008",1,"ASSIGNMENT OF LEASES AND RENTS","2","GOVERNOR AND COMPANY OF THE BANK OF IRELAND (THE)","40 MESPIL ROAD, DUBLIN, IRELAND 4 AND","680 WASHINGTON BOULEVARD","US","STAMFORD","CT","06901","2018-03-14 00:00:00",39000000
"2018032600045002",1,"AGREEMENT","1","GAIA 416 WEST 52ND STREET (OWNER), LLC","CARNEGIE HALL TOWER","152 WEST STREET, 17TH FLOOR","US","NEW YORK","NY","10019","2018-03-27 00:00:00",34500000
"2018032600045002",1,"AGREEMENT","2","FIRST REPUBLIC BANK","111 PINE STREET","","US","SAN FRANCISCO","CA","94111","2018-03-27 00:00:00",34500000
"2018032600045003",1,"ASSIGNMENT OF LEASES AND RENTS","1","GAIA 416 WEST 52ND STREET (OWNER), LLC","CARNEGIE HALL TOWER","152 WEST STREET, 17TH FLOOR","US","NEW YORK","NY","10019","2018-03-27 00:00:00",34500000
"2018032600045003",1,"ASSIGNMENT OF LEASES AND RENTS","2","FIRST REPUBLIC BANK","111 PINE STREET","","US","SAN FRANCISCO","CA","94111","2018-03-27 00:00:00",34500000
"2018031401159001",1,"MORTGAGE","1","GRADUATE ROOSEVELT ISLAND LESSEE LLC","133 NORTH JEFFERSON STREET, 4TH FLOOR","","US","CHICAGO","IL","60661","2018-03-16 00:00:00",33350000
"2018031401159001",1,"MORTGAGE","1","GRADUATE ROOSEVELT ISLAND OWNER LLC","133 NORTH JEFFERSON STREET, 4TH FLOOR","","US","CHICAGO","IL","60661","2018-03-16 00:00:00",33350000
"2018031401159001",1,"MORTGAGE","2","EMIGRANT BANK","5 E. 42ND STREET","","US","NEW YORK","NY","10017","2018-03-16 00:00:00",33350000
"2018030601348008",1,"AGREEMENT","1","175 SPRING STREET LLC","617 ELEVENTH AVENUE","","US","NEW YORK","NY","10036","2018-03-07 00:00:00",31500000
"2018030601348008",1,"AGREEMENT","1","610 WEST 46TH STREET LLC","617 ELEVENTH AVENUE","","US","NEW YORK","NY","10036","2018-03-07 00:00:00",31500000
"2018030601348008",1,"AGREEMENT","1","616-620 WEST 46TH STREET LLC","617 ELEVENTH AVENUE","","US","NEW YORK","NY","10036","2018-03-07 00:00:00",31500000
"2018030601348008",1,"AGREEMENT","2","W FINANCIAL FUND, LP","60 CUTTERMILL ROAD, SUITE 601","","US","GREAT NECK","NY","11021","2018-03-07 00:00:00",31500000
"2018031300612003",2,"MORTGAGE","1","MD HUTCH OWNERS LLC","1250 WATERS PLACE","","US","BRONX","NY","10461","2018-03-23 00:00:00",68500000
"2018031300612003",2,"MORTGAGE","2","NATIXIS REAL ESTATE CAPITAL LLC","1251 AVENUE OF THE AMERICAS","","US","NEW YORK","NY","10020","2018-03-23 00:00:00",68500000
"2018031300612004",2,"ASSIGNMENT OF LEASES AND RENTS","1","MD HUTCH OWNERS LLC","1250 WATERS PLACE","","US","BRONX","NY","10461","2018-03-23 00:00:00",68500000
"2018031300612004",2,"ASSIGNMENT OF LEASES AND RENTS","2","NATIXIS REAL ESTATE CAPITAL LLC","1251 AVENUE OF THE AMERICAS","","US","NEW YORK","NY","10020","2018-03-23 00:00:00",68500000
"2018031900990002",2,"MORTGAGE","1","FRESH PROPERTY BRONX, LLC","C/O FRESH DIRECT, LLC","23-30  BORDEN AVENUE","US","LOND ISLAND","NY","11101","2018-03-30 00:00:00",50000000
"2018031900990002",2,"MORTGAGE","2","STERLING NATIONAL BANK","400 RELLA BOULEVARD,","P.O.BOX 600","US","MONTEBELLO","NY","10901","2018-03-30 00:00:00",50000000
"2018031900990001",2,"AGREEMENT","1","FRESH PROPERTY BRONX, LLC","C/O FRESH DIRECT, LLC","23-30  BORDEN AVENUE","US","LOND ISLAND","NY","11101","2018-03-30 00:00:00",45000000
"2018031900990001",2,"AGREEMENT","2","STERLING NATIONAL BANK","400 RELLA BOULEVARD,","P.O.BOX 600","US","MONTEBELLO","NY","10901","2018-03-30 00:00:00",45000000
"2018030400014018",2,"MORTGAGE","1","MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC.","C/O MOUNT HOPE HOUSING COMPANY, INC.","2003 WALTON AVENUE","US","BRONX","NY","10453","2018-03-08 00:00:00",38150901
